"","mar_taxa_name","mar_match_key","afcd_match_species","afcd_match_genus","afcd_match_family","afcd_match_order","afcd_match_class","afcd_match_phylum","missing","tonnes"
"1671","epinephelus morrhua","epinephelus",NA,"epinephelus",NA,NA,NA,NA,0,543.360243
"1672","acanthurus dussumieri","acanthurus",NA,"acanthurus",NA,NA,NA,NA,0,542.6813611
"1673","centriscops humerosus",NA,NA,NA,NA,NA,NA,NA,1,538.6198983
"1674","paristiopterus labiosus",NA,NA,NA,NA,NA,NA,NA,1,532.8462891
"1675","echinus esculentus","evechinus",NA,"evechinus",NA,NA,NA,NA,0,492.5
"1676","plectropomus laevis","plectropomus",NA,"plectropomus",NA,NA,NA,NA,0,485.7879895
"1677","atlantoraja cyclophora",NA,NA,NA,NA,NA,NA,NA,1,484.3612526
"1678","loligo vulgaris","loligo vulgaris","loligo vulgaris","loligo",NA,NA,NA,NA,0,466.75
"1679","coregonus laurettae","coregonus",NA,"coregonus",NA,NA,NA,NA,0,464.3021797
"1680","rhombosolea",NA,NA,NA,NA,NA,NA,NA,1,463.0632761
"1681","allothunnus fallai","allothunnus fallai","allothunnus fallai","allothunnus",NA,NA,NA,NA,0,440.8765603
"1682","cirrhitus pinnulatus","cirrhinus",NA,"cirrhinus",NA,NA,NA,NA,0,440.4046679
"1683","rapana venosa","rapana venosa","rapana venosa","rapana",NA,NA,NA,NA,0,436.812
"1684","odontognathus mucronatus",NA,NA,NA,NA,NA,NA,NA,1,424.8014493
"1685","pandalopsis japonica","panlalopsis japonica","panlalopsis japonica","panlalopsis",NA,NA,NA,NA,0,416
"1686","calotomus carolinus","catostomus",NA,"catostomus",NA,NA,NA,NA,0,406.7576539
"1687","plectorhinchus pictus","plectorhinchus",NA,"plectorhinchus",NA,NA,NA,NA,0,404.7378456
"1688","hemiramphus archipelagicus","hemiramphus",NA,"hemiramphus",NA,NA,NA,NA,0,402.1044143
"1689","mulloidichthys pfluegeri","mulloidichthys",NA,"mulloidichthys",NA,NA,NA,NA,0,398.9662993
"1690","pristipomoides flavipinnis","pristipomoides",NA,"pristipomoides",NA,NA,NA,NA,0,392.9692934
"1691","epinephelus summana","epinephelus",NA,"epinephelus",NA,NA,NA,NA,0,389.074342
"1692","sphyraena picudilla","sphyraena picudilla","sphyraena picudilla","sphyraena",NA,NA,NA,NA,0,374.4323952
"1693","sphyraena putnamae","sphyraena",NA,"sphyraena",NA,NA,NA,NA,0,362
"1694","mycteroperca tigris","mycteroperca",NA,"mycteroperca",NA,NA,NA,NA,0,352.3596731
"1695","paracirrhites hemistictus",NA,NA,NA,NA,NA,NA,NA,1,346.1166341
"1696","raja undulata","raja",NA,"raja",NA,NA,NA,NA,0,345.9724518
"1697","plagioscion surinamensis","plagioscion",NA,"plagioscion",NA,NA,NA,NA,0,332.7868769
"1698","galeus","galeus",NA,"galeus",NA,NA,NA,NA,0,332.7690637
"1699","sebastes oculatus","sebastes oculatus","sebastes oculatus","sebastes",NA,NA,NA,NA,0,330.7763229
"1700","aplodactylus punctatus",NA,NA,NA,NA,NA,NA,NA,1,326.447619
"1701","sargocentron","sargocentron",NA,"sargocentron",NA,NA,NA,NA,0,322.2585727
"1702","helicolenus mouchezi","helicolenus",NA,"helicolenus",NA,NA,NA,NA,0,319.2251331
"1703","sebastes capensis","sebastes",NA,"sebastes",NA,NA,NA,NA,0,319.2251331
"1704","trachurus longimanus","trachurus",NA,"trachurus",NA,NA,NA,NA,0,319.2251331
"1705","benthosema glaciale","benthosema glaciale","benthosema glaciale","benthosema",NA,NA,NA,NA,0,316.0161859
"1706","upeneus taeniopterus","upeneus",NA,"upeneus",NA,NA,NA,NA,0,315.6675357
"1707","allocyttus niger",NA,NA,NA,NA,NA,NA,NA,1,300.780875
"1708","haemulopsis nitidus","haemulopsis",NA,"haemulopsis",NA,NA,NA,NA,0,297.9585449
"1709","argyrosomus hololepidotus","argyrosomus halolepidotus","argyrosomus halolepidotus","argyrosomus",NA,NA,NA,NA,0,297
"1710","anguilla","anguilla",NA,"anguilla",NA,NA,NA,NA,0,295.7068042
"1711","meganyctiphanes norvegica","meganyctiphanes norvegica","meganyctiphanes norvegica","meganyctiphanes",NA,NA,NA,NA,0,290
"1712","strombus","strombus",NA,"strombus",NA,NA,NA,NA,0,287.7
"1713","pristipomoides zonatus","pristipomoides",NA,"pristipomoides",NA,NA,NA,NA,0,285.6827799
"1714","capromimus abbreviatus",NA,NA,NA,NA,NA,NA,NA,1,282.7761806
"1715","polydactylus octonemus","polydactylus",NA,"polydactylus",NA,NA,NA,NA,0,282.7557036
"1716","upogebia pugettensis",NA,NA,NA,NA,NA,NA,NA,1,271.8453826
"1717","acanthurus bahianus","acanthurus",NA,"acanthurus",NA,NA,NA,NA,0,268.1716454
"1718","dipturus nidarosiensis","dipturus",NA,"dipturus",NA,NA,NA,NA,0,254.2656275
"1719","mustelus asterias","mustelus",NA,"mustelus",NA,NA,NA,NA,0,250.4813485
"1720","spisula","spisula",NA,"spisula",NA,NA,NA,NA,0,247.8866868
"1721","regalecus glesne",NA,NA,NA,NA,NA,NA,NA,1,244.6754276
"1722","enchelyopus cimbrius",NA,NA,NA,NA,NA,NA,NA,1,243.5616988
"1723","cephalopholis","cephalopholis",NA,"cephalopholis",NA,NA,NA,NA,0,239.2142331
"1724","stellifer zestocarus","stellifer",NA,"stellifer",NA,NA,NA,NA,0,237.2300646
"1725","naso annulatus","naso",NA,"naso",NA,NA,NA,NA,0,231.5122754
"1726","trachinotus goodei","trachinotus",NA,"trachinotus",NA,NA,NA,NA,0,231.3165211
"1727","paralonchurus dumerilii","parolonchurus",NA,"parolonchurus",NA,NA,NA,NA,0,229.7186061
"1728","dissostichus mawsoni","dissostichus mawsoni","dissostichus mawsoni","dissostichus",NA,NA,NA,NA,0,217.1701382
"1729","cottoperca gobio","cottoperca gobio","cottoperca gobio","cottoperca",NA,NA,NA,NA,0,215.2919973
"1730","morone","morone",NA,"morone",NA,NA,NA,NA,0,214.3236448
"1731","lophius vaillanti","lophius",NA,"lophius",NA,NA,NA,NA,0,209.1326584
"1732","dentex maroccanus","dentex maroccanus","dentex maroccanus","dentex",NA,NA,NA,NA,0,187.2246906
"1733","diodon hystrix",NA,NA,NA,NA,NA,NA,NA,1,186.0288566
"1734","torpedo",NA,NA,NA,NA,NA,NA,NA,1,171.7263787
"1735","tripterophycis gilchristi",NA,NA,NA,NA,NA,NA,NA,1,168.6657902
"1736","epinephelus lanceolatus","epinephelus",NA,"epinephelus",NA,NA,NA,NA,0,162.965199
"1737","nototheniops larseni",NA,NA,NA,NA,NA,NA,NA,1,162.5830345
"1738","parapristipoma octolineatum","parapristipoma",NA,"parapristipoma",NA,NA,NA,NA,0,161.0879709
"1739","diplodus sargus helenae","diplodus",NA,"diplodus",NA,NA,NA,NA,0,158.2234494
"1740","heptranchias perlo",NA,NA,NA,NA,NA,NA,NA,1,157.8528649
"1741","epinephelus fasciatus","epinephelus fasciatus","epinephelus fasciatus","epinephelus",NA,NA,NA,NA,0,149.5173778
"1742","nemipterus randalli","nemipterus",NA,"nemipterus",NA,NA,NA,NA,0,148.2837565
"1743","notopogon lilliei",NA,NA,NA,NA,NA,NA,NA,1,145.7795888
"1744","paratrachichthys trailli",NA,NA,NA,NA,NA,NA,NA,1,142.9202291
"1745","ciliata mustela",NA,NA,NA,NA,NA,NA,NA,1,133.763301
"1746","pomacanthidae","pomacanthidae",NA,NA,"pomacanthidae",NA,NA,NA,0,132.9520687
"1747","etrumeus sadina","etrumeus",NA,"etrumeus",NA,NA,NA,NA,0,125.0629701
"1748","anchoa mitchilli","anchoa",NA,"anchoa",NA,NA,NA,NA,0,122.7861849
"1749","macrourus whitsoni","macrourus",NA,"macrourus",NA,NA,NA,NA,0,120.9971344
"1750","diastobranchus capensis",NA,NA,NA,NA,NA,NA,NA,1,119.5717036
"1751","harengula humeralis",NA,NA,NA,NA,NA,NA,NA,1,118.8723845
"1752","echinorhinus brucus",NA,NA,NA,NA,NA,NA,NA,1,117.6972658
"1753","hyperoglyphe bythites","hyperoglyphe",NA,"hyperoglyphe",NA,NA,NA,NA,0,113.7149063
"1754","dipturus laevis","dipturus",NA,"dipturus",NA,NA,NA,NA,0,111.3186264
"1755","cittarium pica",NA,NA,NA,NA,NA,NA,NA,1,108.5072723
"1756","atlantoraja castelnaui",NA,NA,NA,NA,NA,NA,NA,1,106
"1757","pandalus kessleri","pandalus",NA,"pandalus",NA,NA,NA,NA,0,97.5
"1758","lepidoperca pulchella",NA,NA,NA,NA,NA,NA,NA,1,96.67646507
"1759","chromis chromis","chromis",NA,"chromis",NA,NA,NA,NA,0,95.56022026
"1760","sympterygia acuta",NA,NA,NA,NA,NA,NA,NA,1,93.25
"1761","haemulopsis axillaris","haemulopsis axillaris","haemulopsis axillaris","haemulopsis",NA,NA,NA,NA,0,91.88744242
"1762","coregonus oxyrinchus","coregonus",NA,"coregonus",NA,NA,NA,NA,0,86.703682
"1763","psettodes bennettii","psettodes",NA,"psettodes",NA,NA,NA,NA,0,83.05449997
"1764","rajella lintea","patella",NA,"patella",NA,NA,NA,NA,0,83
"1765","cirrhitidae",NA,NA,NA,NA,NA,NA,NA,1,81.79146532
"1766","paralomis formosa",NA,NA,NA,NA,NA,NA,NA,1,80.455487
"1767","microcosmus sulcatus","microcosmus sulcatus","microcosmus sulcatus","microcosmus",NA,NA,NA,NA,0,72.13889035
"1768","pleuronichthys decurrens","pleuronichthys",NA,"pleuronichthys",NA,NA,NA,NA,0,71.00055878
"1769","monodactylus argenteus",NA,NA,NA,NA,NA,NA,NA,1,68.69852919
"1770","paralomis",NA,NA,NA,NA,NA,NA,NA,1,68.41169187
"1771","diplodus cervinus cervinus","diplodus",NA,"diplodus",NA,NA,NA,NA,0,65.39316899
"1772","callorhinchidae","callorhinchidae",NA,NA,"callorhinchidae",NA,NA,NA,0,61.57922319
"1773","carpilius corallinus","barilius",NA,"barilius",NA,NA,NA,NA,0,60.99930464
"1774","lambis truncata","lampris",NA,"lampris",NA,NA,NA,NA,0,60.04611476
"1775","kuhliidae","kuhliidae",NA,NA,"kuhliidae",NA,NA,NA,0,58.4699772
"1776","myoxocephalus quadricornis","myoxocephalus",NA,"myoxocephalus",NA,NA,NA,NA,0,56.31762836
"1777","myripristis vittata","myripristis",NA,"myripristis",NA,NA,NA,NA,0,56.08398465
"1778","cymatoceps nasutus",NA,NA,NA,NA,NA,NA,NA,1,55
"1779","labrus merula","labrus",NA,"labrus",NA,NA,NA,NA,0,52.87331107
"1780","ellochelon vaigiensis",NA,NA,NA,NA,NA,NA,NA,1,52.36133392
"1781","lambis","lampris",NA,"lampris",NA,NA,NA,NA,0,51.77987437
"1782","spectrunculus grandis","spectrunculus grandis","spectrunculus grandis","spectrunculus",NA,NA,NA,NA,0,50.74351761
"1783","spisula ovalis","spisula",NA,"spisula",NA,NA,NA,NA,0,47.98051465
"1784","tylosurus","tylosurus",NA,"tylosurus",NA,NA,NA,NA,0,47.70659386
"1785","scardinius erythrophthalmus","scardinius erythrophthalmus","scardinius erythrophthalmus","scardinius",NA,NA,NA,NA,0,46.54735946
"1786","trachyrincus scabrus",NA,NA,NA,NA,NA,NA,NA,1,44.17082069
"1787","anthias anthias",NA,NA,NA,NA,NA,NA,NA,1,43.24101857
"1788","bathyraja irrasa","bathyraja",NA,"bathyraja",NA,NA,NA,NA,0,43.178658
"1789","tripneustes gratilla","tripneustes gratilla","tripneustes gratilla","tripneustes",NA,NA,NA,NA,0,41.35524803
"1790","leuciscus aspius","leuciscus",NA,"leuciscus",NA,NA,NA,NA,0,39.741433
"1791","valamugil engeli","velamugil",NA,"velamugil",NA,NA,NA,NA,0,38.61844101
"1792","symphurus plagusia","symphodus",NA,"symphodus",NA,NA,NA,NA,0,37.10776
"1793","pinguipes brasilianus","pinguipes",NA,"pinguipes",NA,NA,NA,NA,0,36
"1794","aulostomus chinensis",NA,NA,NA,NA,NA,NA,NA,1,34.84197622
"1795","gaidropsarus ensis","gaidropsarus",NA,"gaidropsarus",NA,NA,NA,NA,0,34.82866089
"1796","scorpaenopsis diabolus","scorpaenopsis",NA,"scorpaenopsis",NA,NA,NA,NA,0,34.71074476
"1797","cephalopholis urodeta","cephalopholis",NA,"cephalopholis",NA,NA,NA,NA,0,26.85681705
"1798","uraspis helvola",NA,NA,NA,NA,NA,NA,NA,1,26.82312425
"1799","clepticus parrae","pleoticus",NA,"pleoticus",NA,NA,NA,NA,0,26.00874978
"1800","chaetodon capistratus","chaetodon",NA,"chaetodon",NA,NA,NA,NA,0,24.56968839
"1801","chlorurus sordidus","chlorurus",NA,"chlorurus",NA,NA,NA,NA,0,24.54182845
"1802","somniosus pacificus",NA,NA,NA,NA,NA,NA,NA,1,22.41925
"1803","cromileptes altivelis","cromileptes altivelis","cromileptes altivelis","cromileptes",NA,NA,NA,NA,0,20.63926269
"1804","silurus glanis","silurus glanis","silurus glanis","silurus",NA,NA,NA,NA,0,20.08366464
"1805","bathyraja meridionalis","bathyraja",NA,"bathyraja",NA,NA,NA,NA,0,19.54232558
"1806","aulostomidae",NA,NA,NA,NA,NA,NA,NA,1,19.43998968
"1807","cephalopholis sonnerati","cephalopholis sonnerati","cephalopholis sonnerati","cephalopholis",NA,NA,NA,NA,0,19.38031817
"1808","naso hexacanthus","naso",NA,"naso",NA,NA,NA,NA,0,19.06464554
"1809","epinephelus hexagonatus","epinephelus",NA,"epinephelus",NA,NA,NA,NA,0,18.70798684
"1810","trachyscorpia cristulata echinata",NA,NA,NA,NA,NA,NA,NA,1,16.98282641
"1811","parupeneus pleurostigma","parupeneus pleurostigma","parupeneus pleurostigma","parupeneus",NA,NA,NA,NA,0,16.46061103
"1812","loligo forbesii","loligo forbesi","loligo forbesi","loligo",NA,NA,NA,NA,0,14
"1813","bathyraja","bathyraja",NA,"bathyraja",NA,NA,NA,NA,0,13.798
"1814","triakis megalopterus","triakis",NA,"triakis",NA,NA,NA,NA,0,13
"1815","bathyraja murrayi","bathyraja",NA,"bathyraja",NA,NA,NA,NA,0,12.775467
"1816","kuhlia mugil","kuhlia",NA,"kuhlia",NA,NA,NA,NA,0,11.5242718
"1817","xanthidae","xanthidae",NA,NA,"xanthidae",NA,NA,NA,0,11.49404941
"1818","wattsia mossambica",NA,NA,NA,NA,NA,NA,NA,1,10.5056
"1819","amblyraja hyperborea",NA,NA,NA,NA,NA,NA,NA,1,10
"1820","lepidonotothen mizops","lepidonotothen",NA,"lepidonotothen",NA,NA,NA,NA,0,9.675862
"1821","myripristis amaena","myripristis amaena","myripristis amaena","myripristis",NA,NA,NA,NA,0,9.649992806
"1822","hyperoglyphe","hyperoglyphe",NA,"hyperoglyphe",NA,NA,NA,NA,0,9.537599115
"1823","chaetodon sedentarius","chaetodon",NA,"chaetodon",NA,NA,NA,NA,0,9.449880152
"1824","acanthocybium","acanthocybium",NA,"acanthocybium",NA,NA,NA,NA,0,8
"1825","alepocephalus rostratus","alepocephalus",NA,"alepocephalus",NA,NA,NA,NA,0,7.704934212
"1826","gobionotothen acuta","gobionotothen",NA,"gobionotothen",NA,NA,NA,NA,0,7.608946
"1827","lithodes murrayi","lithodes",NA,"lithodes",NA,NA,NA,NA,0,7.115431256
"1828","eriphia sebana","eriphia",NA,"eriphia",NA,NA,NA,NA,0,6.789195321
"1829","gymnothorax rueppellii","gymnothorax rueppelliae","gymnothorax rueppelliae","gymnothorax",NA,NA,NA,NA,0,6.024075163
"1830","chlamys","chlamys",NA,"chlamys",NA,NA,NA,NA,0,6
"1831","paracaesio kusakarii",NA,NA,NA,NA,NA,NA,NA,1,5.806508775
"1832","oxycheilinus unifasciatus","oxycheilinus unifasciatus","oxycheilinus unifasciatus","oxycheilinus",NA,NA,NA,NA,0,5.479485893
"1833","myripristis chryseres","myripristis",NA,"myripristis",NA,NA,NA,NA,0,5.351937119
"1834","gomphosus varius","gomphosus varius","gomphosus varius","gomphosus",NA,NA,NA,NA,0,5.128028807
"1835","amblyraja georgiana",NA,NA,NA,NA,NA,NA,NA,1,3.971235994
"1836","abudefduf sordidus","abudefduf",NA,"abudefduf",NA,NA,NA,NA,0,3.939025866
"1837","belone","belone",NA,"belone",NA,NA,NA,NA,0,3.63
"1838","bodianus scrofa","bodianus",NA,"bodianus",NA,NA,NA,NA,0,3.411501562
"1839","paracaesio stonei",NA,NA,NA,NA,NA,NA,NA,1,3.055421051
"1840","oxynotus paradoxus",NA,NA,NA,NA,NA,NA,NA,1,3.054074535
"1841","corniger spinosus","conger",NA,"conger",NA,NA,NA,NA,0,2.887066571
"1842","polymixia nobilis","polymixia",NA,"polymixia",NA,NA,NA,NA,0,2.505574411
"1843","conidae",NA,NA,NA,NA,NA,NA,NA,1,2.316037764
"1844","rhinochimaera atlantica",NA,NA,NA,NA,NA,NA,NA,1,2.25
"1845","paracirrhites forsteri",NA,NA,NA,NA,NA,NA,NA,1,2.24775037
"1846","thyrsitops lepidopoides","thyrsites",NA,"thyrsites",NA,NA,NA,NA,0,2.071603385
"1847","carpilius convexus","barilius",NA,"barilius",NA,NA,NA,NA,0,2.065428182
"1848","hydrolagus mirabilis","hydrolagus",NA,"hydrolagus",NA,NA,NA,NA,0,2
"1849","hypophthalmichthys nobilis","hypophthalmichthys",NA,"hypophthalmichthys",NA,NA,NA,NA,0,2
"1850","rajella","patella",NA,"patella",NA,NA,NA,NA,0,2
"1851","scyllarides","scyllarides",NA,"scyllarides",NA,NA,NA,NA,0,1.9
"1852","sufflamen bursa","sufflamen",NA,"sufflamen",NA,NA,NA,NA,0,1.831389399
"1853","melichthys vidua","melichthys vidua","melichthys vidua","melichthys",NA,NA,NA,NA,0,1.725307485
"1854","gymnothorax maderensis","gymnothorax",NA,"gymnothorax",NA,NA,NA,NA,0,1.558924566
"1855","plectorhinchus gibbosus","plectorhinchus",NA,"plectorhinchus",NA,NA,NA,NA,0,1.539109382
"1856","muraenolepis",NA,NA,NA,NA,NA,NA,NA,1,1.492904523
"1857","arothron hispidus","arothron hispidus","arothron hispidus","arothron",NA,NA,NA,NA,0,1.475730805
"1858","pristipomoides argyrogrammicus","pristipomoides",NA,"pristipomoides",NA,NA,NA,NA,0,1.057002256
"1859","aphanopus intermedius","aphanopus",NA,"aphanopus",NA,NA,NA,NA,0,1
"1860","pristipomoides auricilla","pristipomoides",NA,"pristipomoides",NA,NA,NA,NA,0,0.84185062
"1861","caranx papuensis","caranx papuensis","caranx papuensis","caranx",NA,NA,NA,NA,0,0.798870021
"1862","scarus psittacus","scarus",NA,"scarus",NA,NA,NA,NA,0,0.750358488
"1863","chaetodon unimaculatus","chaetodon",NA,"chaetodon",NA,NA,NA,NA,0,0.718960448
"1864","etmopterus princeps","etmopterus princeps","etmopterus princeps","etmopterus",NA,NA,NA,NA,0,0.717914878
"1865","novaculichthys taeniourus",NA,NA,NA,NA,NA,NA,NA,1,0.692360515
"1866","trematomus hansoni","trematomus hansoni","trematomus hansoni","trematomus",NA,NA,NA,NA,0,0.689747
"1867","raja stellulata","raja",NA,"raja",NA,NA,NA,NA,0,0.681941791
"1868","sphoeroides marmoratus",NA,NA,NA,NA,NA,NA,NA,1,0.666906722
"1869","cheilio inermis",NA,NA,NA,NA,NA,NA,NA,1,0.605635074
"1870","chaetodon lunula","chaetodon",NA,"chaetodon",NA,NA,NA,NA,0,0.460805102
"1871","symphorichthys spilurus",NA,NA,NA,NA,NA,NA,NA,1,0.429268274
"1872","notothenia neglecta","notothenia neglecta","notothenia neglecta","notothenia",NA,NA,NA,NA,0,0.353
"1873","anomalops katoptron",NA,NA,NA,NA,NA,NA,NA,1,0.318855931
"1874","muraenolepis microps",NA,NA,NA,NA,NA,NA,NA,1,0.296598238
"1875","prionotus rubio","prionotus",NA,"prionotus",NA,NA,NA,NA,0,0.232266955
"1876","chitonidae",NA,NA,NA,NA,NA,NA,NA,1,0.23020049
"1877","bathylagus","bathylagus",NA,"bathylagus",NA,NA,NA,NA,0,0.22743
"1878","plectorhinchus vittatus","plectorhinchus",NA,"plectorhinchus",NA,NA,NA,NA,0,0.208498338
"1879","calappa hepatica","calappa",NA,"calappa",NA,NA,NA,NA,0,0.207947556
"1880","myripristis kuntee","myripristis",NA,"myripristis",NA,NA,NA,NA,0,0.20129445
"1881","bellator militaris",NA,NA,NA,NA,NA,NA,NA,1,0.19479
"1882","cypraeidae",NA,NA,NA,NA,NA,NA,NA,1,0.191161011
"1883","toxopneustidae","toxopneustidae",NA,NA,"toxopneustidae",NA,NA,NA,0,0.187966071
"1884","paracaesio xanthura",NA,NA,NA,NA,NA,NA,NA,1,0.1163
"1885","mancopsetta maculata","mancopsetta maculata","mancopsetta maculata","mancopsetta",NA,NA,NA,NA,0,0.100306
"1886","trematomus","trematomus",NA,"trematomus",NA,NA,NA,NA,0,0.098132
"1887","tonna perdix","tonna",NA,"tonna",NA,NA,NA,NA,0,0.083365747
"1888","hexabranchus sanguineus",NA,NA,NA,NA,NA,NA,NA,1,0.077541579
"1889","notothenia coriiceps","notothenia coriiceps","notothenia coriiceps","notothenia",NA,NA,NA,NA,0,0.0678
"1890","polymixia japonica","polymixia",NA,"polymixia",NA,NA,NA,NA,0,0.056749524
"1891","bathyraja maccaini","bathyraja",NA,"bathyraja",NA,NA,NA,NA,0,0.0526
"1892","zanclorhynchus spinifer",NA,NA,NA,NA,NA,NA,NA,1,0.051006
"1893","cassidae","cassidae",NA,NA,"cassidae",NA,NA,NA,0,0.035661798
"1894","archaeogastropoda",NA,NA,NA,NA,NA,NA,NA,1,0.017268439
"1895","macrourus holotrachys","macrourus",NA,"macrourus",NA,NA,NA,NA,0,0.012
"1896","daldorfia horrida",NA,NA,NA,NA,NA,NA,NA,1,0.007039826
"1897","paralomis aculeata",NA,NA,NA,NA,NA,NA,NA,1,0.00667
"1898","lepidonotothen nudifrons","lepidonotothen",NA,"lepidonotothen",NA,NA,NA,NA,0,0.004
"1899","tectus pyramis",NA,NA,NA,NA,NA,NA,NA,1,0.003651458
"1900","borostomias antarcticus","borostomias",NA,"borostomias",NA,NA,NA,NA,0,0.003313
"1901","neopagetopsis ionah",NA,NA,NA,NA,NA,NA,NA,1,0.001908
"1902","bathydraconidae",NA,NA,NA,NA,NA,NA,NA,1,0.00109
"1903","benthalbella elongata","benthalbella elongata","benthalbella elongata","benthalbella",NA,NA,NA,NA,0,0.001
"1904","odonus niger","odonus niger","odonus niger","odonus",NA,NA,NA,NA,0,0.001
"1905","antennatus coccineus",NA,NA,NA,NA,NA,NA,NA,1,0.000938946
"1906","chionobathyscus dewitti",NA,NA,NA,NA,NA,NA,NA,1,0.00061
"1907","vasum turbinellum","jasus",NA,"jasus",NA,NA,NA,NA,0,0.000480813
"1908","gymnoscopelus bolini","gymnoscopelus",NA,"gymnoscopelus",NA,NA,NA,NA,0,0.000149
"1909","corythoichthys intestinalis",NA,NA,NA,NA,NA,NA,NA,1,0.000131543
"1910","notolepis annulata","notolepis",NA,"notolepis",NA,NA,NA,NA,0,3.6e-05
"1911","protomyctophum choriodon","protomyctophum",NA,"protomyctophum",NA,NA,NA,NA,0,2.7e-05
